doc_id,Gender,UGPA,LSAT,predictions,GT_score,Gender
1826,male,3.2,36.0,0.29,0.29,male
1827,male,3.7,38.0,0.29,0.29,male
1899,female,3.0,30.0,0.26,0.26,female
1831,male,3.6,37.0,0.29,0.29,male
1885,female,2.9,38.0,0.26,0.26,female
1850,male,2.6,32.0,0.28,0.28,male
1877,female,2.8,40.0,0.26,0.26,female
1848,male,3.2,31.0,0.28,0.28,male
1847,male,3.3,36.0,0.28,0.28,male
1872,female,3.4,41.0,0.26,0.26,female
1869,male,3.2,41.0,0.27,0.27,male
1874,female,3.5,37.0,0.26,0.26,female
1868,male,3.2,20.0,0.27,0.27,male
1876,female,3.1,41.0,0.26,0.26,female
1866,male,3.1,36.0,0.27,0.27,male
1879,female,3.4,41.0,0.26,0.26,female
1851,male,3.7,44.0,0.27,0.27,male
1861,male,4.0,42.0,0.27,0.27,male
1880,female,3.2,35.0,0.26,0.26,female
1855,male,3.0,46.0,0.27,0.27,male
1882,female,3.7,36.0,0.26,0.26,female
1852,male,3.3,45.0,0.27,0.27,male
1883,female,3.0,41.0,0.26,0.26,female
1860,male,3.4,41.0,0.27,0.27,male
1907,female,3.4,36.0,0.25,0.25,female
1889,male,3.2,38.0,0.26,0.26,male
1892,male,3.8,34.0,0.26,0.26,male
1911,female,2.5,25.0,0.25,0.25,female
1898,male,3.2,38.0,0.26,0.26,male
1902,female,3.1,39.0,0.25,0.25,female
1894,male,2.9,39.0,0.26,0.26,male
1905,female,3.3,42.0,0.25,0.25,female
1886,male,2.8,40.0,0.26,0.26,male
1900,male,3.5,37.0,0.26,0.26,male
1904,female,3.2,38.0,0.25,0.25,female
1887,male,2.6,25.0,0.26,0.26,male
1919,female,3.4,41.0,0.24,0.24,female
1897,male,3.1,37.0,0.26,0.26,male
1930,female,3.4,43.0,0.23,0.23,female
1884,male,3.3,41.0,0.26,0.26,male
1934,female,3.4,38.0,0.23,0.23,female
1873,male,3.4,39.0,0.26,0.26,male
1875,male,3.4,37.0,0.26,0.26,male
1932,female,3.2,40.0,0.23,0.23,female
1878,male,3.7,43.0,0.26,0.26,male
1929,female,3.3,47.0,0.23,0.23,female
1881,male,3.2,35.0,0.26,0.26,male
1927,female,2.6,26.0,0.23,0.23,female
1912,male,2.1,42.0,0.25,0.25,male
1925,female,3.4,36.5,0.23,0.23,female
1910,male,2.7,41.0,0.25,0.25,male
1909,male,2.8,36.0,0.25,0.25,male
1924,female,2.8,37.0,0.23,0.23,female
1908,male,2.5,34.0,0.25,0.25,male
1923,female,3.1,38.0,0.23,0.23,female
1906,male,2.7,32.0,0.25,0.25,male
1949,female,4.0,36.0,0.22,0.22,female
1903,male,2.2,32.0,0.25,0.25,male
1947,female,3.1,30.5,0.22,0.22,female
1901,male,3.5,47.0,0.25,0.25,male
1918,male,3.6,37.0,0.24,0.24,male
1967,female,2.9,41.0,0.21,0.21,female
1921,male,4.0,44.0,0.24,0.24,male
1966,female,3.6,43.0,0.21,0.21,female
1920,male,3.0,39.0,0.24,0.24,male
1963,female,3.7,41.0,0.21,0.21,female
1922,male,3.7,42.0,0.24,0.24,male
1917,male,3.5,27.0,0.24,0.24,male
1962,female,3.6,35.5,0.21,0.21,female
1915,male,2.8,36.0,0.24,0.24,male
1959,female,3.5,45.0,0.21,0.21,female
1914,male,3.5,44.0,0.24,0.24,male
1953,female,3.2,33.0,0.21,0.21,female
1913,male,2.6,36.0,0.24,0.24,male
1952,female,3.6,45.0,0.21,0.21,female
1916,male,3.8,44.0,0.24,0.24,male
1937,male,2.8,44.0,0.23,0.23,male
1951,female,2.8,33.0,0.21,0.21,female
1936,male,3.2,46.0,0.23,0.23,male
1983,female,3.4,35.0,0.2,0.2,female
1935,male,3.2,38.0,0.23,0.23,male
1987,female,3.2,37.0,0.2,0.2,female
1933,male,3.5,41.0,0.23,0.23,male
1989,female,3.3,46.0,0.2,0.2,female
1931,male,3.5,45.0,0.23,0.23,male
1928,male,2.9,41.0,0.23,0.23,male
1979,female,2.2,32.0,0.2,0.2,female
1926,male,2.7,41.0,0.23,0.23,male
1980,female,3.1,32.7,0.2,0.2,female
1944,male,3.4,32.0,0.22,0.22,male
1981,female,3.7,37.0,0.2,0.2,female
1948,male,2.9,39.0,0.22,0.22,male
1978,female,3.0,43.0,0.2,0.2,female
1946,male,3.5,36.0,0.22,0.22,male
1945,male,2.7,44.0,0.22,0.22,male
1976,female,3.3,33.0,0.2,0.2,female
1938,male,3.3,41.0,0.22,0.22,male
1972,female,2.9,43.0,0.2,0.2,female
1943,male,3.3,35.3,0.22,0.22,male
1969,female,3.7,46.0,0.2,0.2,female
1942,male,2.3,32.0,0.22,0.22,male
1941,male,3.5,42.0,0.22,0.22,male
1968,female,3.4,32.0,0.2,0.2,female
1940,male,3.2,34.5,0.22,0.22,male
1977,female,3.4,41.0,0.2,0.2,female
1939,male,3.3,40.5,0.22,0.22,male
2006,female,3.8,42.0,0.19,0.19,female
1960,male,3.0,40.0,0.21,0.21,male
1995,female,3.2,40.0,0.19,0.19,female
1965,male,2.5,46.0,0.21,0.21,male
1964,male,2.7,38.0,0.21,0.21,male
2011,female,3.9,38.0,0.19,0.19,female
1961,male,3.0,40.0,0.21,0.21,male
2004,female,3.1,40.0,0.19,0.19,female
1958,male,2.7,37.0,0.21,0.21,male
1992,female,3.2,29.0,0.19,0.19,female
1957,male,3.7,43.0,0.21,0.21,male
2000,female,2.8,29.5,0.19,0.19,female
1956,male,3.6,43.0,0.21,0.21,male
1955,male,2.8,32.0,0.21,0.21,male
1999,female,2.8,32.0,0.19,0.19,female
1954,male,2.8,38.0,0.21,0.21,male
1996,female,3.3,42.0,0.19,0.19,female
1950,male,2.9,41.0,0.21,0.21,male
1994,female,3.9,36.0,0.19,0.19,female
1986,male,2.9,31.5,0.2,0.2,male
1993,female,2.9,36.0,0.19,0.19,female
1982,male,2.6,26.0,0.2,0.2,male
1984,male,2.6,43.0,0.2,0.2,male
2001,female,2.9,35.0,0.19,0.19,female
1985,male,3.6,36.0,0.2,0.2,male
2021,female,3.1,48.0,0.18,0.18,female
1990,male,3.9,32.5,0.2,0.2,male
2020,female,3.0,35.0,0.18,0.18,female
1988,male,2.8,31.0,0.2,0.2,male
1975,male,3.6,42.5,0.2,0.2,male
2035,female,2.5,29.0,0.17,0.17,female
1974,male,3.6,42.0,0.2,0.2,male
2036,female,3.3,32.0,0.17,0.17,female
1973,male,3.5,37.0,0.2,0.2,male
2032,female,3.2,31.5,0.17,0.17,female
1971,male,3.2,36.0,0.2,0.2,male
2039,female,3.0,35.0,0.17,0.17,female
1970,male,3.5,29.0,0.2,0.2,male
2005,male,3.0,34.0,0.19,0.19,male
2041,female,3.7,32.0,0.17,0.17,female
2009,male,2.8,35.0,0.19,0.19,male
2029,female,3.6,40.0,0.17,0.17,female
2007,male,2.8,41.0,0.19,0.19,male
2031,female,3.1,34.0,0.17,0.17,female
2008,male,3.3,40.0,0.19,0.19,male
2028,female,3.5,37.3,0.17,0.17,female
2010,male,3.5,42.0,0.19,0.19,male
2012,male,2.9,47.0,0.19,0.19,male
2026,female,3.1,35.0,0.17,0.17,female
2013,male,2.5,35.0,0.19,0.19,male
2025,female,3.3,39.0,0.17,0.17,female
2003,male,3.3,34.0,0.19,0.19,male
2024,female,3.3,35.5,0.17,0.17,female
2002,male,3.3,43.0,0.19,0.19,male
1998,male,3.1,43.0,0.19,0.19,male
2054,female,3.0,30.0,0.16,0.16,female
1997,male,3.6,40.0,0.19,0.19,male
2053,female,2.3,33.0,0.16,0.16,female
1991,male,3.8,37.0,0.19,0.19,male
2052,female,2.7,38.0,0.16,0.16,female
2018,male,3.6,43.0,0.18,0.18,male
2051,female,3.7,39.0,0.16,0.16,female
2019,male,3.3,24.0,0.18,0.18,male
2015,male,3.2,43.0,0.18,0.18,male
2048,female,3.1,36.0,0.16,0.16,female
2017,male,2.9,30.0,0.18,0.18,male
2047,female,3.3,44.0,0.16,0.16,female
2016,male,3.6,37.0,0.18,0.18,male
2044,female,3.1,42.0,0.16,0.16,female
2014,male,2.3,36.0,0.18,0.18,male
2043,female,3.6,39.0,0.16,0.16,female
2034,male,3.4,40.0,0.17,0.17,male
2037,male,3.2,34.5,0.17,0.17,male
2042,female,3.6,44.0,0.16,0.16,female
2038,male,2.9,39.0,0.17,0.17,male
2072,female,3.3,47.0,0.15,0.15,female
2040,male,3.5,35.0,0.17,0.17,male
2070,female,3.7,40.0,0.15,0.15,female
2033,male,3.7,35.0,0.17,0.17,male
2068,female,4.0,41.0,0.15,0.15,female
2027,male,2.7,32.0,0.17,0.17,male
2023,male,3.9,41.0,0.17,0.17,male
2067,female,3.2,34.0,0.15,0.15,female
2022,male,2.7,35.0,0.17,0.17,male
2066,female,3.6,40.0,0.15,0.15,female
2030,male,3.4,32.0,0.17,0.17,male
2069,female,3.8,39.0,0.15,0.15,female
2049,male,3.2,37.5,0.16,0.16,male
2050,male,2.5,38.0,0.16,0.16,male
2057,female,3.7,35.5,0.15,0.15,female
2046,male,2.9,27.7,0.16,0.16,male
2058,female,2.7,39.0,0.15,0.15,female
2045,male,3.8,34.0,0.16,0.16,male
2062,female,3.5,47.0,0.15,0.15,female
2059,female,3.1,35.0,0.15,0.15,female
2064,male,3.3,37.0,0.15,0.15,male
2060,female,3.7,45.0,0.15,0.15,female
2071,male,3.4,42.0,0.15,0.15,male
2061,female,3.7,33.0,0.15,0.15,female
2065,male,4.0,41.0,0.15,0.15,male
2063,male,3.7,44.0,0.15,0.15,male
2055,male,3.6,38.0,0.15,0.15,male
2098,female,3.2,45.0,0.14,0.14,female
2056,male,3.8,42.0,0.15,0.15,male
2097,female,3.7,36.0,0.14,0.14,female
2086,female,3.5,33.0,0.14,0.14,female
2094,male,3.3,33.0,0.14,0.14,male
2095,female,3.0,38.0,0.14,0.14,female
2093,male,3.8,41.0,0.14,0.14,male
2091,female,3.3,35.0,0.14,0.14,female
2092,male,3.4,40.0,0.14,0.14,male
2096,female,2.6,34.5,0.14,0.14,female
2090,male,3.7,40.0,0.14,0.14,male
2089,male,3.2,37.0,0.14,0.14,male
2085,female,3.0,35.0,0.14,0.14,female
2088,male,3.6,38.0,0.14,0.14,male
2084,female,3.3,33.0,0.14,0.14,female
2087,male,3.8,43.0,0.14,0.14,male
2077,female,3.7,32.0,0.14,0.14,female
2073,male,3.2,38.0,0.14,0.14,male
2074,male,3.6,37.0,0.14,0.14,male
2083,female,3.1,37.0,0.14,0.14,female
2078,male,2.3,33.0,0.14,0.14,male
2076,female,3.3,34.0,0.14,0.14,female
2079,male,3.2,33.5,0.14,0.14,male
2075,female,3.9,40.0,0.14,0.14,female
2080,male,3.6,44.0,0.14,0.14,male
2081,female,3.3,42.0,0.14,0.14,female
2082,male,4.0,42.0,0.14,0.14,male
2107,male,3.4,40.0,0.13,0.13,male
2113,female,3.6,44.0,0.13,0.13,female
2110,male,3.8,39.0,0.13,0.13,male
2112,female,3.4,34.0,0.13,0.13,female
2109,male,3.5,42.0,0.13,0.13,male
2111,female,3.5,42.0,0.13,0.13,female
2108,male,3.0,28.0,0.13,0.13,male
2106,female,3.7,36.0,0.13,0.13,female
2102,male,3.5,44.0,0.13,0.13,male
2103,male,2.7,37.0,0.13,0.13,male
2104,female,2.7,32.0,0.13,0.13,female
2100,male,2.8,41.0,0.13,0.13,male
2101,female,3.3,37.0,0.13,0.13,female
2099,male,2.7,40.0,0.13,0.13,male
2105,male,3.7,41.0,0.13,0.13,male
2131,female,3.8,37.0,0.12,0.12,female
2137,female,3.0,26.0,0.12,0.12,female
2133,male,3.1,45.0,0.12,0.12,male
2129,male,3.3,34.0,0.12,0.12,male
2134,female,3.7,44.0,0.12,0.12,female
2130,male,3.5,35.0,0.12,0.12,male
2135,female,3.3,42.0,0.12,0.12,female
2132,male,3.6,41.0,0.12,0.12,male
2127,female,3.4,37.0,0.12,0.12,female
2136,male,2.4,33.0,0.12,0.12,male
2125,male,3.3,35.0,0.12,0.12,male
2138,female,3.4,35.0,0.12,0.12,female
2126,male,3.4,40.0,0.12,0.12,male
2128,female,3.1,37.0,0.12,0.12,female
2123,male,3.7,31.5,0.12,0.12,male
2124,female,2.5,34.0,0.12,0.12,female
2121,male,2.2,37.0,0.12,0.12,male
2122,female,3.3,45.0,0.12,0.12,female
2118,male,3.4,27.0,0.12,0.12,male
2116,male,2.4,41.0,0.12,0.12,male
2120,female,3.2,37.0,0.12,0.12,female
2114,male,3.2,39.0,0.12,0.12,male
2119,female,3.8,41.0,0.12,0.12,female
2117,female,3.4,37.0,0.12,0.12,female
2115,female,3.0,26.5,0.12,0.12,female
2144,male,3.6,42.0,0.11,0.11,male
2147,male,3.1,43.0,0.11,0.11,male
2146,male,3.0,40.0,0.11,0.11,male
2145,male,3.2,35.0,0.11,0.11,male
2143,female,3.2,21.3,0.11,0.11,female
2139,male,3.5,35.0,0.11,0.11,male
2141,female,3.2,32.0,0.11,0.11,female
2140,male,2.8,39.0,0.11,0.11,male
2142,male,3.0,37.0,0.11,0.11,male
2154,female,3.5,39.0,0.1,0.1,female
2156,male,3.2,28.0,0.1,0.1,male
2149,female,3.5,34.0,0.1,0.1,female
2163,male,2.4,40.0,0.1,0.1,male
2162,male,3.0,35.0,0.1,0.1,male
2161,male,2.5,37.0,0.1,0.1,male
2181,female,3.1,30.5,0.09,0.09,female
2160,male,2.5,41.0,0.1,0.1,male
2173,female,3.5,33.0,0.09,0.09,female
2159,male,3.3,36.0,0.1,0.1,male
2179,female,3.1,42.0,0.09,0.09,female
2157,male,2.6,33.0,0.1,0.1,male
2158,male,2.4,35.0,0.1,0.1,male
2178,female,3.6,36.0,0.09,0.09,female
2155,male,2.8,37.0,0.1,0.1,male
2176,female,2.9,40.0,0.09,0.09,female
2153,male,2.7,27.0,0.1,0.1,male
2167,female,3.0,33.0,0.09,0.09,female
2152,male,3.7,36.0,0.1,0.1,male
2165,female,3.0,33.0,0.09,0.09,female
2151,male,2.7,36.0,0.1,0.1,male
2150,male,3.8,40.0,0.1,0.1,male
2166,female,3.7,39.0,0.09,0.09,female
2148,male,3.7,47.0,0.1,0.1,male
2168,female,3.3,42.0,0.09,0.09,female
2169,female,3.4,38.0,0.09,0.09,female
2170,female,2.6,36.0,0.09,0.09,female
2177,male,3.1,44.0,0.09,0.09,male
2175,male,2.5,37.0,0.09,0.09,male
2174,male,3.0,28.5,0.09,0.09,male
2180,male,3.5,42.0,0.09,0.09,male
2191,female,3.2,23.0,0.08,0.08,female
2172,male,2.4,41.0,0.09,0.09,male
2198,female,2.9,41.0,0.08,0.08,female
2164,male,2.5,40.0,0.09,0.09,male
2194,female,3.8,39.0,0.08,0.08,female
2171,male,3.6,45.0,0.09,0.09,male
2189,female,2.8,36.0,0.08,0.08,female
2183,female,2.9,36.0,0.08,0.08,female
2199,male,3.7,31.5,0.08,0.08,male
2197,male,3.9,48.0,0.08,0.08,male
2196,male,2.8,42.0,0.08,0.08,male
2209,female,3.6,34.0,0.07,0.07,female
2195,male,2.9,36.0,0.08,0.08,male
2215,female,3.1,33.0,0.07,0.07,female
2193,male,3.2,40.0,0.08,0.08,male
2192,male,3.5,45.0,0.08,0.08,male
2214,female,3.3,26.0,0.07,0.07,female
2190,male,3.7,34.0,0.08,0.08,male
2208,female,2.4,36.0,0.07,0.07,female
2188,male,3.0,33.0,0.08,0.08,male
2201,female,3.2,40.0,0.07,0.07,female
2187,male,3.1,39.0,0.08,0.08,male
2202,female,4.1,40.0,0.07,0.07,female
2186,male,3.3,45.0,0.08,0.08,male
2185,male,3.4,41.0,0.08,0.08,male
2207,female,3.1,32.0,0.07,0.07,female
2184,male,3.2,38.0,0.08,0.08,male
2206,female,3.4,40.0,0.07,0.07,female
2182,male,3.7,44.0,0.08,0.08,male
2228,female,2.7,36.0,0.06,0.06,female
2217,male,2.9,32.0,0.07,0.07,male
2235,female,3.3,41.0,0.06,0.06,female
2216,male,3.2,28.0,0.07,0.07,male
2213,male,2.9,30.0,0.07,0.07,male
2234,female,3.7,39.0,0.06,0.06,female
2212,male,2.6,39.0,0.07,0.07,male
2230,female,3.7,46.0,0.06,0.06,female
2210,male,3.6,32.0,0.07,0.07,male
2229,female,3.3,28.0,0.06,0.06,female
2211,male,3.7,42.5,0.07,0.07,male
2204,male,2.7,31.0,0.07,0.07,male
2225,female,3.9,42.0,0.06,0.06,female
2203,male,2.9,33.0,0.07,0.07,male
2224,female,3.6,42.0,0.06,0.06,female
2205,male,2.7,31.5,0.07,0.07,male
2220,female,3.1,41.0,0.06,0.06,female
2200,male,2.9,43.0,0.07,0.07,male
2219,female,3.6,46.0,0.06,0.06,female
2226,female,2.7,34.0,0.06,0.06,female
2237,male,3.3,36.0,0.06,0.06,male
2236,male,2.9,37.0,0.06,0.06,male
2233,male,2.6,29.0,0.06,0.06,male
2254,female,3.8,37.0,0.05,0.05,female
2232,male,3.4,43.0,0.06,0.06,male
2253,female,3.9,33.0,0.05,0.05,female
2231,male,2.8,35.0,0.06,0.06,male
2243,female,2.9,42.0,0.05,0.05,female
2238,male,3.8,37.0,0.06,0.06,male
2227,male,2.8,36.5,0.06,0.06,male
2239,female,2.5,19.0,0.05,0.05,female
2223,male,2.8,46.0,0.06,0.06,male
2275,female,3.2,33.0,0.04,0.04,female
2222,male,3.4,37.0,0.06,0.06,male
2276,female,3.7,42.0,0.04,0.04,female
2221,male,3.0,31.5,0.06,0.06,male
2218,male,3.3,44.0,0.06,0.06,male
2277,female,3.1,38.0,0.04,0.04,female
2251,male,2.5,43.0,0.05,0.05,male
2278,female,3.3,33.0,0.04,0.04,female
2252,male,3.1,37.0,0.05,0.05,male
2284,female,3.2,35.0,0.04,0.04,female
2249,male,3.2,37.0,0.05,0.05,male
2282,female,2.9,47.0,0.04,0.04,female
2255,male,3.6,41.0,0.05,0.05,male
2256,male,3.2,31.5,0.05,0.05,male
2273,female,3.3,31.0,0.04,0.04,female
2257,male,3.1,44.0,0.05,0.05,male
2285,female,3.5,40.0,0.04,0.04,female
2258,male,3.3,38.0,0.05,0.05,male
2279,female,2.9,14.0,0.04,0.04,female
2250,male,3.0,27.0,0.05,0.05,male
2259,female,3.4,37.0,0.04,0.04,female
2241,male,3.6,34.5,0.05,0.05,male
2248,male,3.4,35.0,0.05,0.05,male
2260,female,3.4,39.0,0.04,0.04,female
2246,male,3.8,42.0,0.05,0.05,male
2265,female,3.8,41.0,0.04,0.04,female
2245,male,3.5,42.0,0.05,0.05,male
2266,female,3.9,40.0,0.04,0.04,female
2244,male,3.6,34.0,0.05,0.05,male
2267,female,3.3,38.0,0.04,0.04,female
2242,male,2.7,35.0,0.05,0.05,male
2240,male,3.5,29.0,0.05,0.05,male
2268,female,3.2,31.5,0.04,0.04,female
2247,male,3.0,41.0,0.05,0.05,male
2270,female,3.4,31.0,0.04,0.04,female
2280,male,3.5,29.0,0.04,0.04,male
2295,female,3.4,34.0,0.03,0.03,female
2281,male,3.5,36.0,0.04,0.04,male
2283,male,3.9,41.0,0.04,0.04,male
2291,female,2.7,41.0,0.03,0.03,female
2286,male,2.9,33.0,0.04,0.04,male
2292,female,3.1,35.0,0.03,0.03,female
2274,male,2.9,38.0,0.04,0.04,male
2290,female,2.6,31.0,0.03,0.03,female
2272,male,3.0,30.0,0.04,0.04,male
2288,female,2.9,42.0,0.03,0.03,female
2264,male,3.1,42.0,0.04,0.04,male
2271,male,3.5,28.0,0.04,0.04,male
2314,female,2.8,34.0,0.02,0.02,female
2261,male,3.7,37.0,0.04,0.04,male
2311,female,3.5,39.0,0.02,0.02,female
2263,male,3.1,34.0,0.04,0.04,male
2308,female,3.0,36.5,0.02,0.02,female
2262,male,2.8,40.0,0.04,0.04,male
2304,female,3.1,39.0,0.02,0.02,female
2269,male,3.2,34.0,0.04,0.04,male
2301,male,2.6,42.0,0.03,0.03,male
2303,female,3.4,38.0,0.02,0.02,female
2300,male,3.8,40.0,0.03,0.03,male
2335,female,3.7,31.0,0.01,0.01,female
2299,male,3.1,43.0,0.03,0.03,male
2332,female,3.4,38.0,0.01,0.01,female
2298,male,3.8,36.0,0.03,0.03,male
2333,female,3.2,32.0,0.01,0.01,female
2297,male,2.7,37.0,0.03,0.03,male
2296,male,2.9,37.0,0.03,0.03,male
2334,female,3.3,36.0,0.01,0.01,female
2294,male,3.7,44.0,0.03,0.03,male
2339,female,3.3,39.0,0.01,0.01,female
2293,male,3.5,35.0,0.03,0.03,male
2325,female,3.4,36.0,0.01,0.01,female
2289,male,2.5,36.0,0.03,0.03,male
2287,male,3.3,29.0,0.03,0.03,male
2324,female,3.0,34.5,0.01,0.01,female
2309,male,3.3,41.0,0.02,0.02,male
2323,female,3.6,24.0,0.01,0.01,female
2316,male,2.5,35.0,0.02,0.02,male
2319,female,3.9,47.0,0.01,0.01,female
2315,male,3.1,41.0,0.02,0.02,male
2317,female,3.2,33.0,0.01,0.01,female
2313,male,3.6,39.0,0.02,0.02,male
2310,male,2.8,31.0,0.02,0.02,male
2349,female,3.0,31.0,0.0,0.0,female
2312,male,2.6,35.0,0.02,0.02,male
2352,female,2.9,37.0,0.0,0.0,female
2302,male,3.2,30.0,0.02,0.02,male
2353,female,3.3,35.0,0.0,0.0,female
2306,male,3.4,40.0,0.02,0.02,male
2350,female,3.6,39.0,0.0,0.0,female
2305,male,2.9,41.0,0.02,0.02,male
2307,male,3.3,32.0,0.02,0.02,male
2342,female,3.5,25.0,0.0,0.0,female
2331,male,3.7,42.0,0.01,0.01,male
2345,female,3.3,37.0,0.0,0.0,female
2336,male,3.2,38.0,0.01,0.01,male
2364,female,3.3,42.0,-0.01,-0.01,female
2337,male,3.3,36.0,0.01,0.01,male
2360,female,4.0,33.0,-0.01,-0.01,female
2338,male,3.4,37.0,0.01,0.01,male
2329,male,3.2,39.0,0.01,0.01,male
2357,female,3.0,35.0,-0.01,-0.01,female
2340,male,3.3,41.0,0.01,0.01,male
2354,female,2.8,31.0,-0.01,-0.01,female
2330,male,2.6,33.0,0.01,0.01,male
2376,female,3.3,42.0,-0.02,-0.02,female
2328,male,3.4,39.0,0.01,0.01,male
2320,male,2.3,36.0,0.01,0.01,male
2368,female,3.3,38.0,-0.02,-0.02,female
2326,male,2.3,36.0,0.01,0.01,male
2398,female,3.0,34.0,-0.03,-0.03,female
2322,male,3.7,34.0,0.01,0.01,male
2393,female,3.7,31.0,-0.03,-0.03,female
2321,male,3.5,29.0,0.01,0.01,male
2394,female,2.5,33.0,-0.03,-0.03,female
2327,male,3.4,33.0,0.01,0.01,male
2318,male,2.7,32.0,0.01,0.01,male
2395,female,3.3,37.0,-0.03,-0.03,female
2351,male,2.5,42.0,0.0,0.0,male
2391,female,3.1,34.0,-0.03,-0.03,female
2347,male,2.8,33.0,0.0,0.0,male
2402,female,3.4,27.0,-0.03,-0.03,female
2348,male,3.5,46.0,0.0,0.0,male
2377,female,2.9,33.0,-0.03,-0.03,female
2346,male,3.6,33.0,0.0,0.0,male
2341,male,3.1,34.5,0.0,0.0,male
2379,female,3.0,36.0,-0.03,-0.03,female
2344,male,2.9,31.0,0.0,0.0,male
2386,female,3.7,42.0,-0.03,-0.03,female
2343,male,3.7,43.0,0.0,0.0,male
2387,female,3.2,33.0,-0.03,-0.03,female
2361,male,3.8,30.0,-0.01,-0.01,male
2366,male,3.8,42.0,-0.01,-0.01,male
2388,female,3.2,31.0,-0.03,-0.03,female
2365,male,3.1,39.0,-0.01,-0.01,male
2413,female,2.3,39.0,-0.04,-0.04,female
2363,male,3.3,32.0,-0.01,-0.01,male
2419,female,3.2,39.0,-0.04,-0.04,female
2362,male,3.3,37.0,-0.01,-0.01,male
2416,female,2.4,28.0,-0.04,-0.04,female
2359,male,3.6,33.0,-0.01,-0.01,male
2358,male,2.9,38.0,-0.01,-0.01,male
2414,female,3.1,35.5,-0.04,-0.04,female
2356,male,3.5,36.0,-0.01,-0.01,male
2410,female,3.0,18.0,-0.04,-0.04,female
2355,male,2.6,41.0,-0.01,-0.01,male
2407,female,3.3,36.0,-0.04,-0.04,female
2372,male,3.8,37.0,-0.02,-0.02,male
2435,female,3.0,42.0,-0.05,-0.05,female
2375,male,3.4,36.0,-0.02,-0.02,male
2374,male,2.9,43.0,-0.02,-0.02,male
2436,female,3.8,27.0,-0.05,-0.05,female
2373,male,3.1,27.5,-0.02,-0.02,male
2434,female,3.4,33.0,-0.05,-0.05,female
2369,male,3.9,36.0,-0.02,-0.02,male
2433,female,3.5,33.0,-0.05,-0.05,female
2371,male,3.4,34.0,-0.02,-0.02,male
2426,female,3.4,39.0,-0.05,-0.05,female
2367,male,2.7,25.0,-0.02,-0.02,male
2370,male,3.4,37.0,-0.02,-0.02,male
2428,female,2.4,34.0,-0.05,-0.05,female
2396,male,3.0,40.0,-0.03,-0.03,male
2429,female,3.7,41.0,-0.05,-0.05,female
2397,male,3.1,28.0,-0.03,-0.03,male
2430,female,3.3,38.0,-0.05,-0.05,female
2399,male,2.3,39.0,-0.03,-0.03,male
2400,male,3.3,34.0,-0.03,-0.03,male
2460,female,2.6,41.0,-0.06,-0.06,female
2401,male,3.0,32.5,-0.03,-0.03,male
2459,female,3.0,44.0,-0.06,-0.06,female
2403,male,3.2,33.0,-0.03,-0.03,male
2456,female,3.6,36.0,-0.06,-0.06,female
2392,male,3.0,32.0,-0.03,-0.03,male
2454,female,3.6,27.5,-0.06,-0.06,female
2381,male,2.9,28.5,-0.03,-0.03,male
2390,male,3.1,47.0,-0.03,-0.03,male
2449,female,3.4,39.0,-0.06,-0.06,female
2383,male,3.2,33.0,-0.03,-0.03,male
2452,female,3.8,36.0,-0.06,-0.06,female
2389,male,3.3,37.5,-0.03,-0.03,male
2490,female,3.5,42.0,-0.07,-0.07,female
2380,male,3.4,35.0,-0.03,-0.03,male
2487,female,3.3,43.0,-0.07,-0.07,female
2382,male,3.0,35.0,-0.03,-0.03,male
2378,male,3.4,33.0,-0.03,-0.03,male
2488,female,3.6,46.0,-0.07,-0.07,female
2384,male,2.8,37.0,-0.03,-0.03,male
2477,female,3.2,39.0,-0.07,-0.07,female
2385,male,3.1,39.0,-0.03,-0.03,male
2476,female,3.5,38.0,-0.07,-0.07,female
2422,male,3.8,41.0,-0.04,-0.04,male
2464,female,3.8,46.0,-0.07,-0.07,female
2420,male,2.6,39.0,-0.04,-0.04,male
2418,male,3.2,38.0,-0.04,-0.04,male
2469,female,3.1,38.0,-0.07,-0.07,female
2417,male,3.7,44.0,-0.04,-0.04,male
2470,female,2.8,30.0,-0.07,-0.07,female
2415,male,3.7,48.0,-0.04,-0.04,male
2472,female,3.5,37.0,-0.07,-0.07,female
2421,male,2.6,40.0,-0.04,-0.04,male
2412,male,3.5,41.0,-0.04,-0.04,male
2473,female,3.2,40.0,-0.07,-0.07,female
2409,male,2.6,30.0,-0.04,-0.04,male
2475,female,2.9,29.5,-0.07,-0.07,female
2408,male,2.9,33.0,-0.04,-0.04,male
2508,female,3.8,38.0,-0.08,-0.08,female
2406,male,3.4,36.0,-0.04,-0.04,male
2505,female,3.1,40.0,-0.08,-0.08,female
2405,male,3.3,39.0,-0.04,-0.04,male
2404,male,2.8,33.0,-0.04,-0.04,male
2504,female,3.1,34.0,-0.08,-0.08,female
2411,male,3.7,39.0,-0.04,-0.04,male
2503,female,3.4,35.0,-0.08,-0.08,female
2438,male,3.8,37.0,-0.05,-0.05,male
2502,female,3.2,34.0,-0.08,-0.08,female
2437,male,3.6,33.0,-0.05,-0.05,male
2500,female,3.8,30.0,-0.08,-0.08,female
2442,male,3.2,33.0,-0.05,-0.05,male
2439,male,2.4,28.0,-0.05,-0.05,male
2497,female,3.3,44.0,-0.08,-0.08,female
2440,male,3.0,35.0,-0.05,-0.05,male
2518,female,3.2,33.0,-0.09,-0.09,female
