Gender,UGPA,LSAT,ZFYA
male,3.6,34.0,-0.46
male,3.1,44.0,-0.46
male,2.9,39.0,-0.46
male,3.1,45.0,-0.46
female,2.9,37.0,-0.46
female,3.1,40.0,-0.46
female,3.7,35.0,-0.46
male,2.7,43.0,-0.46
male,2.8,40.0,-0.46
female,3.2,30.0,-0.46
female,3.2,36.0,-0.46
male,2.9,41.0,-0.46
female,3.7,40.0,-0.46
male,3.5,42.0,-0.46
male,3.5,34.0,-0.46
male,2.7,40.0,-0.46
female,3.2,34.0,-0.47
female,3.6,32.0,-0.47
female,3.9,46.0,-0.47
male,2.5,22.0,-0.47
male,3.5,36.0,-0.47
male,2.9,33.0,-0.47
male,2.5,32.5,-0.47
female,3.3,40.0,-0.47
male,3.0,40.0,-0.47
female,3.0,34.0,-0.47
male,3.1,36.0,-0.47
male,3.0,38.0,-0.47
female,3.4,35.0,-0.47
male,3.4,36.0,-0.47
male,2.0,42.0,-0.47
female,3.2,28.5,-0.47
female,3.7,33.0,-0.47
female,3.7,33.0,-0.47
female,2.4,39.0,-0.47
female,3.4,33.0,-0.47
female,3.2,32.0,-0.47
female,3.3,35.0,-0.47
female,3.2,37.0,-0.47
male,3.1,38.0,-0.47
male,3.3,27.5,-0.47
female,3.2,39.0,-0.47
female,3.4,36.0,-0.47
male,3.4,34.0,-0.47
female,3.5,35.0,-0.47
male,2.3,36.0,-0.47
female,4.0,43.0,-0.47
female,2.4,37.0,-0.47
female,3.5,30.0,-0.47
female,3.5,40.5,-0.47
female,3.3,34.0,-0.47
female,3.2,41.0,-0.47
male,3.1,23.0,-0.47
male,3.6,41.0,-0.47
male,3.1,30.0,-0.47
female,2.8,34.0,-0.47
female,3.0,36.0,-0.47
female,3.3,37.0,-0.47
female,3.3,32.0,-0.47
female,2.5,40.0,-0.47
female,4.0,43.0,-0.47
male,3.1,31.0,-0.47
male,2.2,37.0,-0.47
female,3.4,38.0,-0.47
male,2.6,33.0,-0.47
female,3.4,35.0,-0.47
female,4.0,36.0,-0.47
female,3.7,37.0,-0.47
female,3.7,36.0,-0.47
male,3.4,34.0,-0.47
female,3.4,39.0,-0.47
male,2.2,36.0,-0.47
male,2.9,28.0,-0.47
male,3.1,39.0,-0.47
female,3.6,26.0,-0.47
male,2.3,41.0,-0.47
male,3.2,36.0,-0.47
female,3.8,48.0,-0.47
female,3.7,36.0,-0.47
male,3.8,46.0,-0.47
female,3.2,36.0,-0.47
female,3.6,33.0,-0.47
male,2.1,30.0,-0.47
female,3.8,41.0,-0.47
female,3.8,37.0,-0.48
male,3.3,36.0,-0.48
female,3.8,37.0,-0.48
female,3.6,40.0,-0.48
male,2.7,33.0,-0.48
male,3.2,37.0,-0.48
female,3.5,40.0,-0.48
female,3.6,31.0,-0.48
male,3.9,38.0,-0.48
male,2.4,44.0,-0.48
female,2.7,27.0,-0.48
female,3.5,33.0,-0.48
male,2.6,37.0,-0.48
male,3.3,38.0,-0.48
female,3.9,31.0,-0.48
female,3.7,42.0,-0.48
female,3.3,38.0,-0.48
male,3.4,47.0,-0.48
female,3.3,38.0,-0.48
female,3.8,42.0,-0.48
male,3.3,40.0,-0.48
male,3.2,34.0,-0.48
male,2.6,38.0,-0.48
male,3.7,35.0,-0.48
male,3.4,41.0,-0.48
female,2.8,37.0,-0.48
male,3.2,30.0,-0.48
female,3.5,41.0,-0.48
female,3.8,23.0,-0.48
female,3.3,33.0,-0.48
female,3.6,31.0,-0.48
male,2.8,40.0,-0.48
female,3.3,38.0,-0.48
female,2.6,35.0,-0.48
male,3.4,37.0,-0.48
male,3.4,45.0,-0.48
male,3.1,42.0,-0.48
female,2.7,37.0,-0.48
female,3.1,35.5,-0.48
female,3.0,40.5,-0.48
female,3.5,37.0,-0.48
female,2.9,36.0,-0.48
male,2.9,34.0,-0.48
male,3.1,37.0,-0.48
female,3.4,35.0,-0.48
female,3.3,38.0,-0.48
male,3.1,37.0,-0.48
female,2.8,20.0,-0.48
female,3.1,35.5,-0.48
female,3.5,39.0,-0.48
male,3.0,39.0,-0.48
female,3.3,30.0,-0.48
female,3.2,36.0,-0.48
male,3.1,28.0,-0.48
female,3.3,36.0,-0.48
female,3.3,26.0,-0.48
male,3.1,42.0,-0.48
male,3.3,32.5,-0.48
female,4.0,38.0,-0.48
female,3.1,45.0,-0.48
male,3.9,41.0,-0.48
female,3.2,35.0,-0.48
male,3.0,42.0,-0.48
female,3.1,38.0,-0.48
male,3.1,38.0,-0.48
male,2.4,30.0,-0.48
female,3.3,27.5,-0.48
female,3.6,38.0,-0.48
female,2.9,35.0,-0.49
female,3.1,36.0,-0.49
female,3.0,35.0,-0.49
female,3.2,32.0,-0.49
male,3.4,40.0,-0.49
male,3.1,41.0,-0.49
male,2.9,40.0,-0.49
female,3.4,33.0,-0.49
male,3.4,48.0,-0.49
male,2.8,39.0,-0.49
female,3.2,42.0,-0.49
male,3.9,42.0,-0.49
male,3.1,36.0,-0.49
male,2.7,41.0,-0.49
male,3.1,35.0,-0.49
male,3.5,39.0,-0.49
female,3.8,40.0,-0.49
male,3.5,45.0,-0.49
female,3.6,44.0,-0.49
male,3.4,37.0,-0.49
female,3.9,30.0,-0.49
male,2.8,28.0,-0.49
male,2.6,35.0,-0.49
male,3.6,39.0,-0.49
male,3.0,44.0,-0.49
male,3.2,44.0,-0.49
male,2.9,29.0,-0.49
male,3.3,41.0,-0.49
female,4.0,45.0,-0.49
female,3.1,32.0,-0.49
female,3.0,39.0,-0.49
male,2.5,37.0,-0.49
male,3.5,37.0,-0.49
male,3.2,43.0,-0.49
male,2.3,38.0,-0.49
female,3.5,43.0,-0.49
male,3.3,44.0,-0.49
male,2.8,40.0,-0.49
female,3.3,36.0,-0.49
female,3.9,37.0,-0.49
female,3.7,35.0,-0.49
male,3.6,35.0,-0.49
female,3.5,33.0,-0.49
female,2.3,26.0,-0.49
male,3.1,33.0,-0.49
female,3.1,30.5,-0.49
male,3.4,33.0,-0.49
female,3.4,35.0,-0.49
male,3.3,40.0,-0.49
male,3.0,44.0,-0.49
female,2.9,36.0,-0.49
male,2.9,31.5,-0.49
male,2.6,36.0,-0.49
male,3.5,47.0,-0.49
female,3.4,46.0,-0.49
male,3.7,31.0,-0.49
male,2.4,42.0,-0.49
male,3.5,46.0,-0.5
male,2.3,36.5,-0.5
female,3.4,45.0,-0.5
male,2.5,26.0,-0.5
male,3.5,36.0,-0.5
female,2.7,32.0,-0.5
male,2.6,30.0,-0.5
female,3.3,35.0,-0.5
male,3.1,37.5,-0.5
male,3.4,33.0,-0.5
female,3.1,28.0,-0.5
female,3.4,42.0,-0.5
female,3.2,33.0,-0.5
male,2.9,33.0,-0.5
female,2.8,42.0,-0.5
male,2.8,23.0,-0.5
female,3.7,42.0,-0.5
male,2.5,40.0,-0.5
female,4.1,43.0,-0.5
female,3.3,28.0,-0.5
male,3.4,37.0,-0.5
male,3.3,31.0,-0.5
female,3.1,37.0,-0.5
male,2.9,42.0,-0.5
male,3.5,30.5,-0.5
female,3.1,34.0,-0.5
male,2.3,33.7,-0.5
male,3.3,46.0,-0.5
male,2.7,42.0,-0.5
male,2.5,43.0,-0.5
male,2.7,36.0,-0.5
female,3.7,37.0,-0.5
female,3.7,44.0,-0.5
female,2.9,34.5,-0.5
male,2.9,16.0,-0.5
female,3.2,39.5,-0.5
female,3.4,44.0,-0.5
male,3.2,35.0,-0.5
female,3.7,28.0,-0.5
male,3.4,44.0,-0.5
female,4.0,42.0,-0.5
male,2.4,37.0,-0.5
female,3.8,48.0,-0.5
male,3.0,33.0,-0.5
female,3.7,47.0,-0.5
female,2.7,28.0,-0.5
female,2.9,36.0,-0.5
female,2.3,35.0,-0.5
male,4.1,44.0,-0.5
male,2.5,33.0,-0.5
female,2.8,37.0,-0.5
male,3.0,36.0,-0.5
male,3.2,39.0,-0.51
male,2.6,42.0,-0.51
female,3.1,33.0,-0.51
female,3.0,38.0,-0.51
male,2.9,34.0,-0.51
female,3.0,30.0,-0.51
male,3.2,36.0,-0.51
male,3.5,24.0,-0.51
male,3.4,44.0,-0.51
male,3.6,37.0,-0.51
female,2.7,42.0,-0.51
female,2.7,37.0,-0.51
female,3.8,34.0,-0.51
female,3.2,37.0,-0.51
female,2.9,29.5,-0.51
female,2.8,34.5,-0.51
female,3.2,33.5,-0.51
male,3.0,38.0,-0.51
male,2.5,41.0,-0.51
male,3.1,41.0,-0.51
female,2.9,37.0,-0.51
male,4.0,39.0,-0.51
male,3.1,39.0,-0.51
male,3.7,41.0,-0.51
female,3.2,31.0,-0.51
female,3.4,30.0,-0.51
female,2.7,39.0,-0.51
male,2.9,32.0,-0.51
male,2.5,48.0,-0.51
male,3.2,36.0,-0.51
female,3.4,37.0,-0.51
female,3.3,46.0,-0.51
female,3.1,35.0,-0.51
male,3.2,33.0,-0.51
female,3.7,27.0,-0.51
female,2.8,30.0,-0.51
male,2.9,35.0,-0.51
male,3.0,40.0,-0.51
male,3.6,22.0,-0.51
male,2.4,37.0,-0.51
female,3.2,35.0,-0.51
male,3.1,37.0,-0.51
male,3.8,38.0,-0.51
female,3.3,27.0,-0.51
male,3.0,36.0,-0.51
male,3.8,43.0,-0.51
male,3.7,38.0,-0.51
female,3.7,38.0,-0.51
female,3.8,41.0,-0.51
male,3.4,38.0,-0.51
female,2.5,36.5,-0.51
female,3.0,32.5,-0.51
female,2.6,23.5,-0.51
female,3.4,37.0,-0.51
male,2.8,25.7,-0.51
male,2.7,34.0,-0.52
male,3.8,42.0,-0.52
female,3.4,29.0,-0.52
male,3.4,41.5,-0.52
female,3.1,27.5,-0.52
female,3.4,37.0,-0.52
male,2.6,34.0,-0.52
female,2.6,31.0,-0.52
female,2.7,33.0,-0.52
female,3.2,39.0,-0.52
male,3.5,42.0,-0.52
female,3.0,36.0,-0.52
female,3.7,31.0,-0.52
female,2.7,30.0,-0.52
female,3.3,36.5,-0.52
male,3.3,42.0,-0.52
male,2.8,37.0,-0.52
male,2.3,37.0,-0.52
female,3.4,39.0,-0.52
female,3.3,30.0,-0.52
female,3.1,32.0,-0.52
male,3.4,30.0,-0.52
female,3.5,46.0,-0.52
female,3.7,36.0,-0.52
male,2.5,28.0,-0.52
male,3.3,40.0,-0.52
male,3.0,29.5,-0.52
male,2.5,25.0,-0.52
male,3.1,35.0,-0.52
male,2.5,40.0,-0.52
female,3.2,32.0,-0.52
female,3.5,42.0,-0.52
female,3.5,44.0,-0.52
male,3.0,41.0,-0.52
male,3.8,42.0,-0.52
male,2.6,39.0,-0.52
male,2.9,35.0,-0.52
male,2.7,38.0,-0.52
female,3.8,37.0,-0.52
male,2.9,36.0,-0.52
female,2.6,36.0,-0.52
male,3.2,33.5,-0.52
male,2.8,35.0,-0.52
female,3.2,30.5,-0.52
female,3.4,26.5,-0.52
male,3.5,39.5,-0.52
male,3.6,42.0,-0.52
male,3.4,42.0,-0.52
male,3.5,34.0,-0.52
male,3.1,35.0,-0.52
female,3.8,35.0,-0.52
male,3.4,40.0,-0.52
female,3.0,34.0,-0.52
female,3.5,44.0,-0.52
male,3.2,31.0,-0.52
male,2.6,31.0,-0.52
male,2.6,35.0,-0.52
female,3.4,35.0,-0.52
female,3.2,33.0,-0.52
male,2.6,37.0,-0.52
male,2.8,30.0,-0.52
female,3.3,30.5,-0.52
female,3.5,39.0,-0.52
male,2.5,28.0,-0.52
female,3.2,28.0,-0.52
male,3.1,33.0,-0.52
male,3.2,42.0,-0.52
female,2.5,32.0,-0.52
female,3.3,35.0,-0.52
male,3.0,27.0,-0.52
male,3.4,40.0,-0.52
male,3.1,31.0,-0.52
female,2.9,35.0,-0.52
male,2.7,36.0,-0.52
male,3.1,33.0,-0.52
female,3.3,36.0,-0.53
female,3.6,34.0,-0.53
female,2.9,37.0,-0.53
male,3.1,30.5,-0.53
male,3.2,32.5,-0.53
male,3.5,31.0,-0.53
female,3.7,39.0,-0.53
male,2.6,35.0,-0.53
male,3.2,32.0,-0.53
female,3.5,43.0,-0.53
female,3.2,33.0,-0.53
female,3.0,39.0,-0.53
male,3.5,46.0,-0.53
male,2.6,24.0,-0.53
female,3.3,29.0,-0.53
male,2.5,31.0,-0.53
male,2.5,34.5,-0.53
male,3.6,36.0,-0.53
male,3.0,34.0,-0.53
male,3.4,33.0,-0.53
female,3.0,41.0,-0.53
female,3.5,31.0,-0.53
female,3.1,35.0,-0.53
male,3.7,36.0,-0.53
female,3.7,35.0,-0.53
female,3.4,39.0,-0.53
male,3.0,39.0,-0.53
male,2.1,32.0,-0.53
female,3.1,31.0,-0.53
female,2.7,34.7,-0.53
male,2.5,41.0,-0.53
male,2.4,32.0,-0.53
male,3.0,46.0,-0.53
female,3.7,38.0,-0.53
female,3.0,32.0,-0.53
female,3.4,38.0,-0.53
male,2.7,39.0,-0.53
female,3.4,31.0,-0.53
male,3.7,33.0,-0.53
female,3.6,34.0,-0.53
female,3.5,33.0,-0.54
male,3.2,37.0,-0.54
male,2.9,39.0,-0.54
male,2.2,34.0,-0.54
female,2.9,39.0,-0.54
male,3.3,38.0,-0.54
male,2.8,33.0,-0.54
female,3.9,34.0,-0.54
male,3.2,36.0,-0.54
male,3.0,36.0,-0.54
female,2.9,30.0,-0.54
female,3.8,40.0,-0.54
female,3.4,31.0,-0.54
female,3.4,41.0,-0.54
male,3.6,42.0,-0.54
male,3.6,30.0,-0.54
male,3.0,31.0,-0.54
male,3.3,33.0,-0.54
female,3.3,36.0,-0.54
male,3.9,40.0,-0.54
male,3.1,36.0,-0.54
male,3.5,44.0,-0.54
male,3.2,34.0,-0.54
male,2.8,36.0,-0.54
male,3.7,35.0,-0.54
female,3.0,36.0,-0.54
male,3.0,37.0,-0.54
female,3.2,38.0,-0.54
female,3.1,34.0,-0.54
female,3.1,33.0,-0.54
male,3.0,37.5,-0.54
female,3.5,33.0,-0.54
male,3.5,34.0,-0.54
male,2.9,33.0,-0.54
female,3.6,34.0,-0.54
male,3.3,36.0,-0.54
female,2.7,20.0,-0.54
male,3.4,31.0,-0.54
male,3.3,34.5,-0.54
female,2.7,27.0,-0.54
male,3.2,36.0,-0.54
female,2.9,32.0,-0.54
female,3.7,31.0,-0.54
female,3.5,34.0,-0.54
male,3.4,35.5,-0.54
male,2.8,45.0,-0.54
male,2.4,39.0,-0.54
female,2.7,26.0,-0.54
female,2.9,39.0,-0.54
male,3.2,44.0,-0.54
male,3.7,37.0,-0.54
male,3.8,45.0,-0.54
male,3.1,29.0,-0.54
female,3.4,36.5,-0.54
male,3.2,45.0,-0.54
male,3.3,40.0,-0.54
male,3.5,42.0,-0.54
female,3.4,28.0,-0.54
male,3.6,43.0,-0.54
female,2.3,28.0,-0.54
female,3.7,38.0,-0.54
female,3.4,33.5,-0.54
male,3.8,44.0,-0.55
male,2.6,36.0,-0.55
female,3.0,43.0,-0.55
female,2.8,30.0,-0.55
female,3.7,47.0,-0.55
female,3.1,32.0,-0.55
male,2.7,42.0,-0.55
male,3.5,41.0,-0.55
male,3.5,38.0,-0.55
female,2.7,41.0,-0.55
female,3.4,36.0,-0.55
male,3.7,34.0,-0.55
female,3.2,38.0,-0.55
female,3.1,33.7,-0.55
female,3.4,41.0,-0.55
male,3.2,41.0,-0.55
female,3.8,33.0,-0.55
female,2.8,27.0,-0.55
female,3.0,32.0,-0.55
male,2.9,29.5,-0.55
male,2.7,48.0,-0.55
male,3.6,34.0,-0.55
male,2.4,39.0,-0.55
male,3.6,45.0,-0.55
female,2.8,41.0,-0.55
female,3.2,37.0,-0.55
female,3.0,34.5,-0.55
male,3.6,33.5,-0.55
female,3.1,39.0,-0.55
male,2.7,36.0,-0.55
male,2.6,48.0,-0.55
female,3.5,44.0,-0.55
female,3.9,31.0,-0.55
male,3.0,38.0,-0.55
female,3.9,41.0,-0.55
male,3.5,33.0,-0.55
female,2.8,35.0,-0.55
female,2.6,39.0,-0.55
male,3.5,37.0,-0.55
female,3.0,35.0,-0.55
male,2.8,33.0,-0.55
female,3.7,33.0,-0.55
female,3.0,35.0,-0.55
male,2.1,45.0,-0.55
female,3.0,37.0,-0.55
female,3.6,37.0,-0.55
male,3.4,37.0,-0.55
male,2.8,32.0,-0.55
female,2.9,32.5,-0.55
female,3.5,32.0,-0.55
male,3.6,37.0,-0.55
male,3.2,28.0,-0.55
female,3.7,48.0,-0.55
female,2.2,36.0,-0.55
male,2.5,35.0,-0.55
male,2.9,37.0,-0.55
female,3.4,41.0,-0.55
male,2.9,34.0,-0.55
female,3.6,44.0,-0.55
female,3.2,34.0,-0.55
male,2.9,43.0,-0.55
female,3.1,41.0,-0.55
male,3.3,31.5,-0.55
female,2.9,30.0,-0.56
female,2.7,38.0,-0.56
female,3.2,33.0,-0.56
male,2.7,35.0,-0.56
male,2.9,31.0,-0.56
female,3.5,40.0,-0.56
male,2.9,29.0,-0.56
male,3.2,24.0,-0.56
female,3.6,26.3,-0.56
male,2.7,33.0,-0.56
female,2.6,36.0,-0.56
male,2.7,41.0,-0.56
male,3.3,37.0,-0.56
female,3.6,37.0,-0.56
female,3.5,32.0,-0.56
male,2.7,30.0,-0.56
female,3.4,39.0,-0.56
female,2.9,23.0,-0.56
female,3.8,42.0,-0.56
female,3.6,35.0,-0.56
female,2.7,34.0,-0.56
male,3.1,42.0,-0.56
male,2.6,33.0,-0.56
female,3.4,39.0,-0.56
male,3.5,30.5,-0.56
male,3.4,41.0,-0.56
male,3.0,39.0,-0.56
female,3.2,23.0,-0.56
male,3.0,32.5,-0.56
female,2.8,34.0,-0.56
male,3.0,39.0,-0.56
female,3.5,32.0,-0.56
male,3.1,36.5,-0.56
male,3.5,36.3,-0.56
male,2.5,37.0,-0.56
male,2.5,35.0,-0.56
female,3.2,42.0,-0.56
male,2.8,31.0,-0.56
female,3.3,33.0,-0.56
female,3.4,46.0,-0.56
male,3.5,38.0,-0.56
male,3.4,33.0,-0.56
male,2.7,35.0,-0.56
male,3.0,36.0,-0.56
female,3.3,32.5,-0.56
female,2.9,35.0,-0.56
female,3.1,41.0,-0.56
female,3.0,36.0,-0.56
male,2.7,38.0,-0.56
male,3.2,40.0,-0.56
male,3.8,45.0,-0.56
male,2.1,29.0,-0.56
female,3.0,39.0,-0.56
male,3.4,37.0,-0.56
male,2.7,31.0,-0.56
male,3.3,32.0,-0.56
male,3.0,34.0,-0.56
female,3.6,33.0,-0.56
male,3.1,25.5,-0.56
male,3.7,45.0,-0.56
male,3.2,36.0,-0.56
male,3.7,44.0,-0.56
male,3.5,28.7,-0.56
male,3.6,47.0,-0.56
male,3.0,36.0,-0.56
male,3.0,38.0,-0.56
male,2.8,36.0,-0.56
female,3.3,28.0,-0.56
male,3.2,36.0,-0.56
male,3.4,36.0,-0.56
female,3.5,44.0,-0.56
male,3.3,47.0,-0.56
female,3.9,42.0,-0.56
female,3.6,37.0,-0.56
female,2.8,42.0,-0.56
female,3.4,39.0,-0.56
male,3.0,38.0,-0.56
female,3.1,34.0,-0.56
male,2.9,42.0,-0.56
male,3.3,39.0,-0.56
female,3.3,38.0,-0.56
male,2.5,32.0,-0.56
male,3.3,26.0,-0.56
female,3.6,45.0,-0.57
female,3.5,33.0,-0.57
female,3.5,36.0,-0.57
male,3.1,38.0,-0.57
female,3.1,33.0,-0.57
female,3.1,46.0,-0.57
female,3.3,38.0,-0.57
male,3.1,34.0,-0.57
male,3.0,36.0,-0.57
male,2.1,36.5,-0.57
male,3.6,41.0,-0.57
male,3.6,39.0,-0.57
female,2.7,35.0,-0.57
female,3.4,45.0,-0.57
female,3.8,34.0,-0.57
female,3.6,35.0,-0.57
male,2.3,42.0,-0.57
female,3.2,45.0,-0.57
male,3.1,45.0,-0.57
male,3.3,38.0,-0.57
male,3.2,41.0,-0.57
female,3.9,43.0,-0.57
female,3.1,35.5,-0.57
male,2.6,36.0,-0.57
female,3.3,35.0,-0.57
male,3.3,45.0,-0.57
female,2.8,39.0,-0.57
male,3.5,30.5,-0.57
male,3.0,34.0,-0.57
female,3.6,37.0,-0.57
male,3.0,40.0,-0.57
male,2.9,32.0,-0.57
male,3.1,43.0,-0.57
female,2.6,37.0,-0.57
female,3.0,36.0,-0.57
male,3.1,31.0,-0.57
male,3.2,43.0,-0.57
male,2.9,41.0,-0.57
male,2.9,30.7,-0.58
female,2.9,25.0,-0.58
female,2.8,38.0,-0.58
female,2.9,33.5,-0.58
male,2.8,47.0,-0.58
male,3.0,37.5,-0.58
female,3.7,28.0,-0.58
female,3.2,39.0,-0.58
male,2.8,23.0,-0.58
female,3.7,46.0,-0.58
male,2.7,31.0,-0.58
male,2.9,42.0,-0.58
female,2.6,25.0,-0.58
male,2.8,30.0,-0.58
female,2.5,33.0,-0.58
male,3.1,41.0,-0.58
female,3.4,25.0,-0.58
female,2.1,28.5,-0.58
female,4.0,34.0,-0.58
female,3.2,40.0,-0.58
male,3.3,37.0,-0.58
female,3.6,29.0,-0.58
female,3.1,25.0,-0.58
male,3.0,17.5,-0.58
female,2.6,34.5,-0.58
female,3.2,18.0,-0.58
female,3.7,34.0,-0.58
male,2.8,32.0,-0.58
male,2.5,26.0,-0.58
male,3.2,41.5,-0.58
female,3.5,32.5,-0.58
male,3.1,29.0,-0.58
male,3.8,47.0,-0.58
male,2.5,27.0,-0.58
female,2.8,35.0,-0.58
female,3.6,32.5,-0.58
female,3.1,31.0,-0.58
male,2.9,34.5,-0.58
male,3.4,36.0,-0.58
male,3.4,29.0,-0.58
female,3.6,36.0,-0.58
female,3.5,37.0,-0.58
male,3.6,45.0,-0.58
male,2.9,42.0,-0.58
male,3.3,39.0,-0.58
female,2.7,36.5,-0.58
male,3.6,39.0,-0.58
female,3.4,42.0,-0.58
female,2.2,35.0,-0.58
female,3.4,37.0,-0.58
female,2.8,29.7,-0.58
female,3.1,28.0,-0.58
female,3.6,31.0,-0.58
male,3.5,26.0,-0.58
male,2.8,35.0,-0.58
male,1.8,26.5,-0.58
male,3.2,37.0,-0.58
male,2.7,35.0,-0.58
male,2.6,36.5,-0.58
male,3.4,42.0,-0.58
female,3.6,44.0,-0.58
female,3.5,44.0,-0.58
male,3.1,30.0,-0.58
male,2.6,41.0,-0.58
male,2.8,34.0,-0.58
male,2.8,36.0,-0.58
female,3.5,29.5,-0.58
female,3.4,43.0,-0.58
female,3.1,37.0,-0.58
male,2.6,34.3,-0.58
female,3.9,31.0,-0.58
male,2.9,27.0,-0.58
female,3.4,35.0,-0.58
female,3.3,31.0,-0.59
male,3.5,28.7,-0.59
female,3.3,39.0,-0.59
male,3.1,32.0,-0.59
female,3.2,38.0,-0.59
female,3.5,39.0,-0.59
female,3.2,37.0,-0.59
female,3.7,37.0,-0.59
male,3.1,41.0,-0.59
female,3.0,32.0,-0.59
male,3.4,41.0,-0.59
female,3.1,38.0,-0.59
male,2.7,36.0,-0.59
male,2.6,29.0,-0.59
male,3.7,36.0,-0.59
male,3.1,33.0,-0.59
male,2.9,34.0,-0.59
male,3.3,27.0,-0.59
female,3.3,29.0,-0.59
female,3.0,42.0,-0.59
female,2.5,28.0,-0.59
male,3.3,29.5,-0.59
male,2.6,32.0,-0.59
male,2.3,42.0,-0.59
male,2.6,39.0,-0.59
male,2.3,37.0,-0.59
male,3.2,40.0,-0.59
female,2.4,28.0,-0.59
male,2.6,37.0,-0.59
female,3.1,37.0,-0.59
female,2.8,40.0,-0.59
male,3.1,39.0,-0.59
female,2.9,29.3,-0.59
male,2.9,36.0,-0.59
male,2.4,41.0,-0.59
female,3.0,43.0,-0.59
male,3.5,31.0,-0.59
female,2.8,35.0,-0.59
male,3.3,33.0,-0.59
male,3.7,30.0,-0.59
female,2.4,41.0,-0.59
female,3.4,39.0,-0.59
female,3.2,38.0,-0.59
female,2.8,34.0,-0.59
male,3.2,39.0,-0.59
male,3.0,33.0,-0.59
female,2.8,29.0,-0.59
male,3.2,38.0,-0.59
male,2.9,41.0,-0.59
female,3.0,35.0,-0.59
male,3.0,34.0,-0.59
male,2.4,46.0,-0.59
male,3.3,40.0,-0.59
male,2.9,32.0,-0.59
female,3.4,30.0,-0.59
male,3.2,35.0,-0.59
male,2.5,42.0,-0.59
male,2.7,28.0,-0.59
male,3.4,34.0,-0.59
female,3.0,29.5,-0.6
male,2.5,17.5,-0.6
female,3.0,40.0,-0.6
female,3.9,29.5,-0.6
male,3.5,29.5,-0.6
male,2.6,41.0,-0.6
male,3.2,28.0,-0.6
male,3.5,35.0,-0.6
male,3.8,39.0,-0.6
female,3.1,33.0,-0.6
male,2.7,34.0,-0.6
male,3.8,40.0,-0.6
female,2.5,22.0,-0.6
female,3.8,37.0,-0.6
male,2.7,42.0,-0.6
female,3.4,29.0,-0.6
male,2.9,38.0,-0.6
female,2.9,16.5,-0.6
female,3.6,44.0,-0.6
male,3.5,30.0,-0.6
female,4.0,36.0,-0.6
female,3.1,23.5,-0.6
female,3.5,35.0,-0.6
female,3.4,33.0,-0.6
male,3.4,36.0,-0.6
female,3.2,39.0,-0.6
male,3.2,31.0,-0.6
male,3.5,38.0,-0.6
male,2.3,31.7,-0.6
male,2.8,39.0,-0.6
female,3.5,36.0,-0.6
male,3.4,36.0,-0.6
female,3.5,37.0,-0.6
female,3.4,43.0,-0.6
male,3.1,29.5,-0.6
female,3.8,34.0,-0.6
male,2.6,24.0,-0.6
female,3.5,33.0,-0.6
male,2.4,37.0,-0.6
male,3.3,39.0,-0.6
male,3.7,28.5,-0.6
male,2.9,33.0,-0.6
female,3.3,37.0,-0.6
male,3.4,41.0,-0.6
male,3.2,33.0,-0.6
female,3.2,31.0,-0.6
female,2.1,29.0,-0.6
male,3.3,32.0,-0.6
female,3.4,35.0,-0.6
female,3.1,28.5,-0.6
female,3.5,38.0,-0.6
female,3.7,40.0,-0.6
male,3.5,43.0,-0.6
female,2.7,35.0,-0.6
female,3.4,47.0,-0.6
male,2.6,39.0,-0.6
male,3.2,40.0,-0.6
male,3.2,34.0,-0.6
male,3.5,44.0,-0.6
female,3.1,37.0,-0.6
male,3.5,41.0,-0.6
female,3.4,41.0,-0.6
male,3.0,38.0,-0.6
male,3.4,27.5,-0.6
male,3.1,30.0,-0.6
male,4.0,39.0,-0.6
male,3.8,35.0,-0.61
male,3.7,37.0,-0.61
female,2.3,29.0,-0.61
male,3.4,43.0,-0.61
female,3.7,44.0,-0.61
male,3.1,44.0,-0.61
male,3.6,37.0,-0.61
male,2.8,30.0,-0.61
female,2.8,38.0,-0.61
female,3.3,35.0,-0.61
female,3.9,44.0,-0.61
male,3.5,37.0,-0.61
male,3.0,41.0,-0.61
male,3.0,37.0,-0.61
female,2.9,37.0,-0.61
male,3.5,40.0,-0.61
male,2.4,34.5,-0.61
male,3.2,36.0,-0.61
male,3.8,48.0,-0.61
male,3.9,45.0,-0.61
male,3.0,40.0,-0.61
male,3.6,36.0,-0.61
male,3.0,35.0,-0.61
female,2.9,41.0,-0.61
female,3.6,32.0,-0.61
female,3.5,40.0,-0.61
male,3.4,38.0,-0.61
female,3.6,36.0,-0.61
female,3.1,36.0,-0.61
female,3.9,44.0,-0.61
male,3.1,30.0,-0.61
male,2.6,29.0,-0.61
female,3.1,31.0,-0.61
female,3.9,45.0,-0.61
female,3.7,41.0,-0.61
male,2.4,32.0,-0.61
male,3.9,39.0,-0.61
male,2.5,34.0,-0.61
male,2.9,42.0,-0.61
male,3.4,39.0,-0.61
female,3.5,37.0,-0.61
female,2.9,36.0,-0.61
male,3.1,35.5,-0.61
male,3.1,36.0,-0.61
male,2.9,34.0,-0.61
female,3.5,39.0,-0.62
female,3.7,28.0,-0.62
male,3.0,39.0,-0.62
male,3.7,30.0,-0.62
female,2.6,31.0,-0.62
female,3.5,29.0,-0.62
male,3.0,37.0,-0.62
male,3.0,35.0,-0.62
female,3.8,29.0,-0.62
male,3.3,33.0,-0.62
male,3.2,34.0,-0.62
male,2.5,42.0,-0.62
